Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PUT,,,,23-01-2024 20:49:48,23-01-2024 20:49:58,9.505s,ERROR
,,,,,,,
Test Cases/PUT Update Booking,,,,23-01-2024 20:49:51,23-01-2024 20:49:58,6.708s,ERROR
firstName = sample.Common.generateRandomString(),,,,23-01-2024 20:49:51,23-01-2024 20:49:51,0.018s,PASSED
lastName = sample.Common.generateRandomString(),,,,23-01-2024 20:49:51,23-01-2024 20:49:51,0.001s,PASSED
"println(""First Name: "" + firstName)",,,,23-01-2024 20:49:51,23-01-2024 20:49:51,0.001s,PASSED
"println(""Last Name: "" + lastName)",,,,23-01-2024 20:49:51,23-01-2024 20:49:51,0.001s,PASSED
"response = sendRequest(findTestObject(""Object Repository/POST Create booking"", [""firstName"":firstName, ""lastName"":lastName]))",,Send request create booking,,23-01-2024 20:49:51,23-01-2024 20:49:53,1.802s,PASSED
"verifyResponseStatusCode(response, 200)",,The status should be 200,,23-01-2024 20:49:53,23-01-2024 20:49:53,0.003s,PASSED
"verifyElementPropertyValue(response, ""booking.firstname"", $firstName)",,Verify response,,23-01-2024 20:49:53,23-01-2024 20:49:53,0.026s,PASSED
"verifyElementPropertyValue(response, ""booking.lastname"", $lastName)",,,,23-01-2024 20:49:53,23-01-2024 20:49:53,0.015s,PASSED
"id = getElementPropertyValue(response, ""bookingid"")",,,,23-01-2024 20:49:53,23-01-2024 20:49:53,0.016s,PASSED
"println(""ID: "" + id)",,,,23-01-2024 20:49:53,23-01-2024 20:49:53,0.001s,PASSED
"requestObject = findTestObject(""Object Repository/PUT Update Booking"", [""id"":id, ""firstName"":firstNameUpdate, ""lastName"":lastNameUpdate])",,,,23-01-2024 20:49:53,23-01-2024 20:49:53,0.058s,PASSED
sendRequest(requestObject),,,,23-01-2024 20:49:53,23-01-2024 20:49:58,4.615s,PASSED
"verifyResponseStatusCode(requestObject, 200)",,Verify status code,,23-01-2024 20:49:58,23-01-2024 20:49:58,0.053s,ERROR
