Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exercise 3,,,,14-01-2024 23:56:50,14-01-2024 23:56:53,2.838s,ERROR
,,,,,,,
Test Cases/POST Create Token,,,,14-01-2024 23:56:51,14-01-2024 23:56:53,2.583s,PASSED
"response = sendRequest(findTestObject(""POST Create Token""))",,Verify status code ,,14-01-2024 23:56:51,14-01-2024 23:56:53,2.467s,PASSED
"verifyResponseStatusCode(response, 200)",,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.007s,PASSED
responseBody = response.getResponseBodyContent(),,Stored token,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.003s,PASSED
jsonResponse = JsonSlurper().parseText(responseBody),,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.008s,PASSED
token = token,,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.003s,PASSED
token = token,,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.000s,PASSED
"println(""Token: "" + token)",,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.002s,PASSED
,,,,,,,
Test Cases/Store Token,,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.032s,PASSED
storedToken = token,,Stored token,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.001s,PASSED
"println(""storedToken "" + storedToken)",,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.000s,PASSED
,,,,,,,
Test Cases/PUT Update Booking,,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.106s,ERROR
authToken = token,,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.001s,PASSED
"request = findTestObject(""PUT Update Booking"", [""id"":""1""])",,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.026s,PASSED
"request.modifyHeaderProperty(""Cookie"", ""authToken"")",,,,14-01-2024 23:56:53,14-01-2024 23:56:53,0.028s,ERROR
