Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exercise 3,,,,15-01-2024 22:53:30,15-01-2024 22:53:33,2.593s,FAILED
,,,,,,,
Test Cases/POST Create Token,,,,15-01-2024 22:53:30,15-01-2024 22:53:32,2.354s,PASSED
"response = sendRequest(findTestObject(""POST Create Token""))",,Verify status code ,,15-01-2024 22:53:30,15-01-2024 22:53:32,2.222s,PASSED
"verifyResponseStatusCode(response, 200)",,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.008s,PASSED
responseBody = response.getResponseBodyContent(),,Stored token,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.003s,PASSED
jsonResponse = JsonSlurper().parseText(responseBody),,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.008s,PASSED
token = token,,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.004s,PASSED
token = token,,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.001s,PASSED
"println(""Token: "" + token)",,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.002s,PASSED
,,,,,,,
Test Cases/Store Token,,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.027s,PASSED
storedToken = token,,Stored token,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.001s,PASSED
"println(""storedToken "" + storedToken)",,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.000s,PASSED
,,,,,,,
Test Cases/PUT Update Booking,,,,15-01-2024 22:53:32,15-01-2024 22:53:33,0.092s,FAILED
authToken = token,,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.001s,PASSED
"request = findTestObject(""PUT Update Booking"", [""id"":""1""])",,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.030s,PASSED
"headers = [""Cookie"":token=$authToken]",,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.001s,PASSED
println(headers),,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.001s,PASSED
request.setHttpHeaderProperties([headers]),,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.006s,PASSED
response = sendRequest(request),,,,15-01-2024 22:53:32,15-01-2024 22:53:32,0.007s,FAILED
