Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PUT,,,,23-01-2024 21:04:13,23-01-2024 21:04:18,4.662s,ERROR
,,,,,,,
Test Cases/PUT Update Booking,,,,23-01-2024 21:04:16,23-01-2024 21:04:18,1.974s,ERROR
firstName = sample.Common.generateRandomString(),,,,23-01-2024 21:04:16,23-01-2024 21:04:16,0.022s,PASSED
lastName = sample.Common.generateRandomString(),,,,23-01-2024 21:04:16,23-01-2024 21:04:16,0.001s,PASSED
"println(""First Name: "" + firstName)",,,,23-01-2024 21:04:16,23-01-2024 21:04:16,0.001s,PASSED
"println(""Last Name: "" + lastName)",,,,23-01-2024 21:04:16,23-01-2024 21:04:16,0.002s,PASSED
"response = sendRequest(findTestObject(""Object Repository/POST Create booking"", [""firstName"":firstName, ""lastName"":lastName]))",,Send request create booking,,23-01-2024 21:04:16,23-01-2024 21:04:18,1.798s,PASSED
"verifyResponseStatusCode(response, 200)",,The status should be 200,,23-01-2024 21:04:18,23-01-2024 21:04:18,0.005s,PASSED
"verifyElementPropertyValue(response, ""booking.firstname"", $firstName)",,Verify response,,23-01-2024 21:04:18,23-01-2024 21:04:18,0.027s,PASSED
"verifyElementPropertyValue(response, ""booking.lastname"", $lastName)",,,,23-01-2024 21:04:18,23-01-2024 21:04:18,0.015s,PASSED
"id = getElementPropertyValue(response, ""bookingid"")",,,,23-01-2024 21:04:18,23-01-2024 21:04:18,0.016s,PASSED
"println(""ID: "" + id)",,,,23-01-2024 21:04:18,23-01-2024 21:04:18,0.001s,PASSED
"requestObject = sendRequest(findTestObject(""Object Repository/PUT Update Booking"", [""id"":id, ""firstNameUpdate"":$({ -> ... }), ""firstNameUpdate"":$({ -> ... })]))",,,,23-01-2024 21:04:18,23-01-2024 21:04:18,0.010s,ERROR
