Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exercise 3,,,,15-01-2024 00:15:26,15-01-2024 00:15:28,2.528s,FAILED
,,,,,,,
Test Cases/POST Create Token,,,,15-01-2024 00:15:26,15-01-2024 00:15:28,2.294s,PASSED
"response = sendRequest(findTestObject(""POST Create Token""))",,Verify status code ,,15-01-2024 00:15:26,15-01-2024 00:15:28,2.180s,PASSED
"verifyResponseStatusCode(response, 200)",,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.007s,PASSED
responseBody = response.getResponseBodyContent(),,Stored token,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.003s,PASSED
jsonResponse = JsonSlurper().parseText(responseBody),,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.007s,PASSED
token = token,,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.003s,PASSED
token = token,,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.000s,PASSED
"println(""Token: "" + token)",,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.003s,PASSED
,,,,,,,
Test Cases/Store Token,,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.026s,PASSED
storedToken = token,,Stored token,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.001s,PASSED
"println(""storedToken "" + storedToken)",,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.000s,PASSED
,,,,,,,
Test Cases/PUT Update Booking,,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.088s,FAILED
authToken = token,,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.000s,PASSED
"request = findTestObject(""PUT Update Booking"", [""id"":""1""])",,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.026s,PASSED
"headers = [""Cookie"":token=$authToken]",,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.000s,PASSED
println(headers),,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.000s,PASSED
request.setHttpHeaderProperties([headers]),,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.006s,PASSED
response = sendRequest(request),,,,15-01-2024 00:15:28,15-01-2024 00:15:28,0.007s,FAILED
