Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PUT,,,,23-01-2024 21:31:39,23-01-2024 21:31:47,7.218s,FAILED
,,,,,,,
Test Cases/PUT Update Booking,,,,23-01-2024 21:31:42,23-01-2024 21:31:47,4.693s,FAILED
firstName = sample.Common.generateRandomString(),,,,23-01-2024 21:31:42,23-01-2024 21:31:42,0.017s,PASSED
lastName = sample.Common.generateRandomString(),,,,23-01-2024 21:31:42,23-01-2024 21:31:42,0.001s,PASSED
"println(""First Name: "" + firstName)",,,,23-01-2024 21:31:42,23-01-2024 21:31:42,0.001s,PASSED
"println(""Last Name: "" + lastName)",,,,23-01-2024 21:31:42,23-01-2024 21:31:42,0.001s,PASSED
"response = sendRequest(findTestObject(""Object Repository/POST Create booking"", [""firstName"":firstName, ""lastName"":lastName]))",,Send request create booking,,23-01-2024 21:31:42,23-01-2024 21:31:44,1.938s,PASSED
"verifyResponseStatusCode(response, 200)",,The status should be 200,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.005s,PASSED
"verifyElementPropertyValue(response, ""booking.firstname"", $firstName)",,Verify response,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.028s,PASSED
"verifyElementPropertyValue(response, ""booking.lastname"", $lastName)",,,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.015s,PASSED
"id = getElementPropertyValue(response, ""bookingid"")",,,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.018s,PASSED
"println(""ID: "" + id)",,,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.001s,PASSED
firstNameUpdate = $firstNameUpdate,,,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.000s,PASSED
lastNameUpdate = $lastNameUpdate,,,,23-01-2024 21:31:44,23-01-2024 21:31:44,0.001s,PASSED
"responseObject = sendRequest(findTestObject(""Object Repository/PUT Update Booking"", [""id"":id, ""firstNameUpdate"":firstNameUpdate, ""firstNameUpdate"":lastNameUpdate]))",,,,23-01-2024 21:31:44,23-01-2024 21:31:47,2.552s,PASSED
"verifyResponseStatusCode(responseObject, 200)",,Verify status code,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.006s,PASSED
responseBody = responseObject.getResponseBodyContent(),,Verify respone,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.003s,PASSED
jsonResponse = JsonSlurper().parseText(responseBody),,,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.002s,PASSED
firstNameRes = firstname,,,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.000s,PASSED
lastNameRes = lastname,,,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.001s,PASSED
"println(""RESPONE: "" + jsonResponse)",,,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.000s,PASSED
"verifyEqual(lastNameRes, lastNameUpdate)",,,,23-01-2024 21:31:47,23-01-2024 21:31:47,0.020s,FAILED
