Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exercise 1,,,,10-01-2024 01:27:57,10-01-2024 01:28:08,10.429s,FAILED
,,,,,,,
Test Cases/POST Create booking,,,,10-01-2024 01:27:57,10-01-2024 01:28:00,2.372s,PASSED
firstName = sample.Common.generateRandomString(),,,,10-01-2024 01:27:57,10-01-2024 01:27:57,0.025s,PASSED
lastName = sample.Common.generateRandomString(),,,,10-01-2024 01:27:57,10-01-2024 01:27:57,0.002s,PASSED
"response = sendRequest(findTestObject(""Object Repository/POST Create booking"", [""firstName"":firstName, ""lastName"":lastName]))",,,,10-01-2024 01:27:57,10-01-2024 01:27:59,2.159s,PASSED
"verifyResponseStatusCode(response, 200)",,The status should be 200,,10-01-2024 01:27:59,10-01-2024 01:27:59,0.007s,PASSED
"verifyElementPropertyValue(response, ""booking.firstname"", $firstName)",,Verify response,,10-01-2024 01:27:59,10-01-2024 01:28:00,0.028s,PASSED
"verifyElementPropertyValue(response, ""booking.lastname"", $lastName)",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.013s,PASSED
"responseFirstName = getElementPropertyValue(response, ""booking.firstname"")",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.013s,PASSED
"responseLastName = getElementPropertyValue(response, ""booking.lastname"")",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.011s,PASSED
"id = getElementPropertyValue(response, ""bookingid"")",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.009s,PASSED
firstName = responseFirstName,,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.000s,PASSED
lastName = responseLastName,,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.001s,PASSED
id = id,,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.001s,PASSED
"println(""responseFirstName "" + responseFirstName)",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.002s,PASSED
"println(""responseLastName "" + responseLastName)",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.001s,PASSED
"println(""id: "" + id)",,,,10-01-2024 01:28:00,10-01-2024 01:28:00,0.001s,PASSED
,,,,,,,
Test Cases/GET Search booking,,by first name and last name,,10-01-2024 01:28:06,10-01-2024 01:28:08,1.855s,FAILED
firstName = firstName,,Send a request to retrieve the list of booking IDs,,10-01-2024 01:28:06,10-01-2024 01:28:06,0.001s,PASSED
lastName = lastName,,,,10-01-2024 01:28:06,10-01-2024 01:28:06,0.000s,PASSED
id = id,,,,10-01-2024 01:28:06,10-01-2024 01:28:06,0.000s,PASSED
"response = sendRequestAndVerify(findTestObject(""Object Repository/GET Search booking"", [""firstName"":firstName, ""lastName"":lastName]))",,,,10-01-2024 01:28:06,10-01-2024 01:28:08,1.819s,PASSED
"verifyElementPropertyValue(response, ""bookingid"", id)",,,,10-01-2024 01:28:08,10-01-2024 01:28:08,0.023s,FAILED
