Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exercise 4,,,,25-01-2024 22:11:35,25-01-2024 22:11:40,4.685s,FAILED
,,,,,,,
Test Cases/Ex 4- PATCH_DELETE Booking,,,,25-01-2024 22:11:35,25-01-2024 22:11:40,4.621s,FAILED
firstName = sample.Common.generateRandomString(),,,,25-01-2024 22:11:36,25-01-2024 22:11:36,0.026s,PASSED
lastName = sample.Common.generateRandomString(),,,,25-01-2024 22:11:36,25-01-2024 22:11:36,0.004s,PASSED
"response = sendRequest(findTestObject(""Object Repository/POST Create booking"", [""firstName"":firstName, ""lastName"":lastName]))",,Send request create booking,,25-01-2024 22:11:36,25-01-2024 22:11:38,2.561s,PASSED
"verifyResponseStatusCode(response, 200)",,The status should be 200,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.009s,PASSED
"verifyElementPropertyValue(response, ""booking.firstname"", $firstName)",,Verify response,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.028s,PASSED
"verifyElementPropertyValue(response, ""booking.lastname"", $lastName)",,,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.011s,PASSED
"id = getElementPropertyValue(response, ""bookingid"")",,,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.013s,PASSED
firstNameUpdate = $firstNameUpdate,,,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.001s,PASSED
lastNameUpdate = $lastNameUpdate,,,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.001s,PASSED
"println(""id "" + id)",,,,25-01-2024 22:11:38,25-01-2024 22:11:38,0.003s,PASSED
"responseObject = sendRequest(findTestObject(""Object Repository/PATCH Update Booking"", [""id"":id, ""fName"":firstNameUpdate, ""lName"":lastNameUpdate]))",,Send request update first name and last name,,25-01-2024 22:11:38,25-01-2024 22:11:40,1.769s,PASSED
"verifyResponseStatusCode(responseObject, 200)",,Verify status code,,25-01-2024 22:11:40,25-01-2024 22:11:40,0.004s,PASSED
responseBody = responseObject.getResponseBodyContent(),,Verify respone,,25-01-2024 22:11:40,25-01-2024 22:11:40,0.006s,PASSED
jsonResponse = JsonSlurper().parseText(responseBody),,,,25-01-2024 22:11:40,25-01-2024 22:11:40,0.002s,PASSED
firstNameRes = firstname,,,,25-01-2024 22:11:40,25-01-2024 22:11:40,0.001s,PASSED
lastNameRes = lastname,,,,25-01-2024 22:11:40,25-01-2024 22:11:40,0.001s,PASSED
"validateJsonAgainstSchema(response, lastNameUpdate)",,,,25-01-2024 22:11:40,25-01-2024 22:11:40,0.034s,FAILED
